13,45,31,23,16,6,19,11,20,10,14,1,33,38,15,45,2,25,49,1,46,46,39,1,11,2,19,39,12,39,14,31,38,16,15,4,32,4,48,45,34,46,34,10,26,16,12,6,19,27
9.859150961748936,29.060258576286227,18.354725563541393,13.827387397027717,8.331005140148221,3.069933760218512,13.641727444450622,7.016703530647802,15.79478227482507,5.578769670051683,10.412169577566875,0.6347071931127017,23.619122195067963,29.681053737383348,10.830284837847516,23.963245256014563,1.0213365622858446,18.399307357314697,24.59329817629842,0.5286531873180336,25.393795905821406,23.125461393588477,21.599839780267054,0.531436100457203,8.290211323335495,1.3211825062806835,14.552693895312593,25.78066497427017,9.1237690721731,21.38390749670828,9.819591037114515,19.866090159199818,22.46533652283317,11.00272264427009,9.094101857152976,2.3699757758843747,25.151194843841964,2.825380191379476,24.425248395435773,27.840928576817724,25.943241073727147,23.616857746386003,18.172317911589058,7.512791607258011,15.082635772934472,9.925789723495686,9.245386692197625,3.0924276075814454,10.178938249403004,14.101566010086147
0.7241834615557025,0.7808944805957133,8,77

25,47,33,24,2,23,26,4,29,6,18,3,33,27,42,4,11,26,44,26,1,20,22,37,14,34,43,24,26,7,42,26,45,38,46,12,22,32,43,47,48,44,4,19,3,34,49,38,1,46
19.469971550714362,35.2685831893753,24.112094395033466,17.357734941853337,1.375917242435159,12.81032817407067,19.281365538426588,2.4159615460850254,18.89492743202463,4.020923584145478,14.07450054958773,1.6722892337624473,22.08021736888031,19.84997719401382,29.569866598066554,2.0588337119987616,8.764444420295181,13.497360304245504,34.09727980708295,15.08057283626161,0.5888402595075353,11.425685477859307,11.808779753034022,23.16526062833407,8.049835183172563,25.827834156782163,31.59204259350759,17.427016475324592,15.758096625578677,4.981077182439358,26.879084919369596,19.612225308522213,33.677266842327384,30.17822321308017,29.8327361649098,8.951099118539174,15.168767325890489,16.237346385063503,32.72585461445525,33.6755222322854,28.896143433475235,30.388206067540093,3.0653200461008563,13.094157820962499,1.8084839563872543,21.212404020887202,32.57769636498043,23.437393891719235,0.7807905289976631,23.12556807817263
0.9920473347550551,0.6944378709184567,2,24

34,14,34,10,20,14,40,12,30,49,34,37,12,40,49,35,39,11,45,8,30,41,37,46,28,36,29,23,16,14,44,10,23,30,28,5,19,35,27,48,38,5,19,44,14,36,49,10,46,47
19.94173968469566,9.169395847337968,23.785415851067455,6.8578420922464955,11.610402268221751,11.168432124883747,28.34599810538122,7.8869349172917484,18.671849096139155,38.518064003323865,20.23420116038197,28.824144211290776,9.487250134309816,31.654693587247287,36.72815344673548,18.733100037322192,30.437875340333616,6.775205047007171,35.426591227918095,5.719068420074384,20.22060214787605,26.033915643698585,21.65394370892695,24.193839987372538,20.92818991877505,20.56733415838622,21.928697160238052,13.949867313570595,8.04636746799889,9.200280332858116,24.206475502879286,6.686828443421993,11.895424839847712,15.190160173009865,17.535145627887804,2.95399310247113,9.99023429941411,23.917679544742807,21.58079152335539,33.85151765699486,19.862461542786274,2.9832473795146304,11.070904484263407,23.15539805349379,7.757876799048422,28.64664752607615,32.38169778666,6.86232492046602,32.08261746559211,37.16636396906312
0.8186254219453626,0.8253887570775633,6,69

37,41,5,16,33,42,19,21,49,42,42,48,26,12,20,23,2,49,37,12,8,29,26,23,21,27,8,25,45,4,13,6,9,5,18,38,49,3,44,20,16,8,42,8,46,25,21,46,46,46
19.036073617633747,28.03689378601865,2.9507916298323256,11.43426209368656,22.40681163335007,30.468959544026973,13.059088443058625,11.061885025074293,27.238740225949382,31.458443052128597,32.27298881619287,27.322003228534772,19.81040526173374,6.921566192792094,11.197722368586993,13.494723548866908,1.071338813908237,29.203557043193083,25.74573590623869,6.881095875842416,6.176494200065851,17.87575610610916,18.51636387885655,17.61492726056152,15.277552380400625,20.916327624560076,5.529749427004749,13.255070799932309,31.95104923944697,2.4916320356826644,7.592697864175186,4.5546675882587255,6.159517717747277,3.321305733749673,10.816749686786698,29.636319578158037,37.048834399614,1.9096378609987554,31.567456590209908,11.475421242915672,12.274489762836517,6.2873717968736536,24.42897124713268,5.378849024623607,33.82683690724488,14.927408639843986,16.186159260908582,32.22960560936967,26.671742277706976,27.201863361399447
0.8940711085095177,0.5554205402428642,4,10

49,16,42,3,14,35,3,1,20,8,26,39,47,45,9,9,25,2,8,10,19,27,8,14,3,16,29,42,11,23,29,38,16,12,22,47,47,27,31,21,25,6,31,10,22,25,26,35,36,4
33.07987678246241,11.946562481343577,32.7177742092287,1.5674786709407977,10.142871732644696,27.99135199614979,1.584531674280144,0.5219979450129363,13.40368126928726,5.422381735101801,18.90869399202623,24.207969761800754,24.30614157284055,23.58445870730782,7.044785474161907,4.749992098093595,17.01611378267939,1.3404591781894077,5.871817535046853,6.179607875465612,14.654470592935594,17.65909106152785,4.425070890885615,7.938545508101011,2.1902943953117364,12.781145807895333,17.398775631386055,29.581442121501844,8.726323092063087,15.517264290024785,15.530105002530325,21.650276322806494,9.790469658015143,6.252674512071186,14.984365050889066,35.093081499440956,37.50119165248329,19.13368847477237,18.655598097842457,12.019335870144651,18.06757694218747,3.9341442802444235,19.59153530851093,5.691522422667394,13.646756239109544,18.219949990908574,19.699637353879176,26.286195415001387,18.25488726175581,3.1885725899746653
0.5812626570590631,0.7697025871438706,8,28

18,37,11,24,43,27,40,34,48,19,38,26,41,16,46,2,43,6,36,48,22,46,44,33,18,45,48,44,23,32,34,18,1,24,21,33,14,1,33,45,6,42,33,25,28,34,39,22,19,19
10.57658373694046,25.664640988843825,8.030548079139153,14.665813323674492,21.946463021645435,13.774426077432603,31.31605100192523,24.093103572717396,32.0603752652709,9.98452740772601,21.203891397154077,13.028877948565443,21.962742938465862,10.82500657423311,32.21713500858148,1.2993068622502773,28.928109543479835,4.694341610436842,18.920222305027053,34.85673951617008,15.903338560007498,26.166640673626528,29.09102133860244,20.961636368251266,13.981322877085201,27.964430527677813,29.415631054288056,24.86340416034528,16.46893232189895,22.230164590533988,25.769752960891786,13.639454397475138,0.5966274278839294,14.933521373310022,15.935334120516366,19.313411621950557,9.551932833920358,0.5587201736603992,20.734308661920267,30.868749510874196,3.5407320941330873,24.599236372571177,19.769055950675618,15.562687665002716,16.680477128464997,22.842556208531853,28.019571461171108,14.651596590711316,10.965485314745823,14.630926451592737
0.6064518890174281,0.6108441015263157,5,55

34,12,25,33,22,20,2,12,1,26,33,28,41,32,11,35,32,38,7,13,10,34,10,31,29,15,9,45,32,14,27,15,12,16,20,31,38,11,18,40,45,35,26,40,41,31,19,21,21,23
18.0434159317529,8.3697074825646,15.963593332108433,21.00240629927565,16.096720609913792,10.435226792296623,1.4473141989112892,6.034803303432793,0.5445574201383133,20.292961886289675,20.8952299986762,15.173480034056896,23.755434014347095,22.380439852445512,6.441046135580749,21.029869099127186,22.238712040960106,28.978908430198288,4.644315866958957,9.906427671330793,6.90283947179061,20.2443543928457,6.834782682690208,18.759558141737166,22.676243473219415,9.366443070412657,5.410181200995198,31.331859614222182,19.595266554782327,10.62820362281025,20.419281425896965,11.38657218055622,9.360417506217285,8.994797347986843,13.424676931660056,21.179861458859826,21.87943631087068,6.458048788212327,12.167276052136822,22.8649274851351,27.734650491392163,24.338657458946564,17.81286917697223,31.48136273525056,23.60287908552679,17.710988397799827,13.438916973828656,14.530220183549735,13.453125667423214,18.170815535371467
0.9018524058719463,0.5765257187891585,9,8

20,5,48,41,19,23,9,21,7,25,33,13,41,7,20,36,20,20,40,31,42,20,27,12,8,30,9,5,24,17,17,26,3,1,2,4,1,30,8,41,40,7,35,13,25,34,32,17,49,11
11.371587921538415,3.4370143873644454,30.661693556654022,32.30115318635325,11.656608784180577,13.779698123220879,5.0025329818535536,13.610532516315567,5.1806465099494625,17.19476363979082,23.302325558711203,8.39894185250797,22.69031197769751,5.570584924755472,12.743227518890414,21.717203114434575,10.823485802833444,14.126946427659966,28.273375174015783,18.031447359016333,29.554768889694483,15.830901729491424,20.072177480687312,7.749596334835951,5.3807113596750495,20.28323066814798,5.514372720025424,2.764487398042866,18.633263763045072,12.69956853463062,9.936751322947854,13.184805956615788,2.3343611902612214,0.5487854586637347,1.4012835187885948,2.266675081069937,0.5042346155103289,22.707527609624023,4.863829331355809,22.737332568740868,20.034983711108097,4.922296463506979,18.076926686502,8.121727482281988,15.072443565473447,18.966207883551693,20.046689527543595,10.917625946612922,38.97203321130713,7.607253187240435
0.5982109533187285,0.8685643826354155,1,69

37,28,32,5,29,36,7,46,33,22,20,6,30,32,26,36,3,34,21,41,9,48,9,37,29,1,18,42,35,14,30,13,14,14,48,6,32,12,48,38,44,36,49,39,6,2,14,24,27,32
28.991991822478646,19.431441634981983,20.15336311562103,2.9467423748526405,21.89058693235802,23.89663388253366,5.516273381542904,34.55419858793379,19.504228693107745,11.141967194632652,13.965788873992967,3.705523346936455,19.059301424566886,17.428409182108506,13.588309141681888,25.09386952509405,1.832717352187192,19.150222079943813,15.870583311951878,32.72379392139415,6.47367529970155,25.25878956384276,6.173138653686415,22.241738496491653,17.204604177725386,0.7050440938548053,10.165587240818075,22.643250573946652,25.520756667285934,10.296547595427446,18.250061550937787,9.522948940857756,8.277237994589354,8.675945588553555,26.03795463869451,4.731762394908024,23.08504514872764,6.249247063945106,28.169279413621446,27.822952516273958,23.263962123036674,20.433615386343227,32.378125101692675,20.573934620094864,3.908992482611083,1.0619246289670026,8.20174176364966,13.031720963112207,13.725558212214668,20.811611525503316
0.7569478738447604,0.5855117886497289,7,16

27,11,2,48,45,32,28,16,19,46,32,32,2,49,16,20,3,11,32,32,43,4,41,28,34,14,1,20,26,33,31,40,23,6,34,1,22,24,23,8,46,5,31,21,30,5,27,3,42,6
